ID,username,InTime,device_id,group_id,employee_id
4021,ja,2024-01-01 08:50:51+00:00,DmcGate10,Group object (2),test_dmc91
4022,ja,2024-01-01 08:50:55+00:00,DmcGate10,Group object (2),test_dmc91
4023,ea,2024-01-01 09:08:12+00:00,DmcGate10,Group object (2),test_dmc51
4024,rezvi,2024-01-01 09:13:26+00:00,DmcGate10,Group object (2),1
4025,rezvi,2024-01-01 09:13:26+00:00,DmcGate10,Group object (2),1
4206,rezvi,2023-12-21 09:59:29+00:00,DmcGate10,Group object (2),1
4207,rezvi,2023-12-21 10:03:46+00:00,DmcGate10,Group object (2),1
4208,rezvi,2023-12-21 10:04:08+00:00,DmcGate10,Group object (2),1
4209,rezvi,2023-12-21 10:07:29+00:00,DmcGate10,Group object (2),1
4210,rezvi,2023-12-21 12:19:13+00:00,DmcGate10,Group object (2),1
4211,rezvi,2023-12-21 12:19:29+00:00,DmcGate10,Group object (2),1
4212,rezvi,2023-12-24 03:16:42+00:00,DmcGate10,Group object (2),1
4213,rezvi,2023-12-24 03:18:21+00:00,DmcGate10,Group object (2),1
4214,rezvi,2023-12-24 03:18:29+00:00,DmcGate10,Group object (2),1
4215,rezvi,2023-12-24 03:22:56+00:00,DmcGate10,Group object (2),1
4216,rezvi,2023-12-24 03:23:00+00:00,DmcGate10,Group object (2),1
4217,rezvi,2023-12-24 03:23:03+00:00,DmcGate10,Group object (2),1
4218,rezvi,2023-12-24 03:52:29+00:00,DmcGate10,Group object (2),1
4219,rezvi,2023-12-24 03:54:03+00:00,DmcGate10,Group object (2),1
4220,rezvi,2023-12-24 04:33:40+00:00,DmcGate10,Group object (2),1
4221,rezvi,2023-12-24 04:36:59+00:00,DmcGate10,Group object (2),1
4222,rezvi,2023-12-24 04:39:16+00:00,DmcGate10,Group object (2),1
4223,rezvi,2023-12-24 04:39:38+00:00,DmcGate10,Group object (2),1
4224,rezvi,2023-12-24 04:39:55+00:00,DmcGate10,Group object (2),1
4225,rezvi,2023-12-24 06:46:21+00:00,DmcGate10,Group object (2),1
4226,rezvi,2023-12-24 07:39:41+00:00,DmcGate10,Group object (2),1
4227,rezvi,2023-12-24 08:07:00+00:00,DmcGate10,Group object (2),1
4228,rezvi,2023-12-24 09:02:23+00:00,DmcGate10,Group object (2),1
4229,rezvi,2023-12-24 10:20:42+00:00,DmcGate10,Group object (2),1
4230,rezvi,2023-12-24 10:24:25+00:00,DmcGate10,Group object (2),1
4231,rezvi,2023-12-24 11:39:01+00:00,DmcGate10,Group object (2),1
4232,rezvi,2023-12-26 06:53:08+00:00,DmcGate10,Group object (2),1
4233,rezvi,2023-12-26 06:53:11+00:00,DmcGate10,Group object (2),1
4234,rezvi,2023-12-26 08:22:23+00:00,DmcGate10,Group object (2),1
4235,rezvi,2023-12-26 10:03:17+00:00,DmcGate10,Group object (2),1
4236,rezvi,2023-12-26 10:29:38+00:00,DmcGate10,Group object (2),1
4237,rezvi,2023-12-26 10:35:10+00:00,DmcGate10,Group object (2),1
4238,rezvi,2023-12-26 13:23:05+00:00,DmcGate10,Group object (2),1
4239,rezvi,2023-12-26 13:30:38+00:00,DmcGate10,Group object (2),1
4240,rezvi,2023-12-27 03:12:43+00:00,DmcGate10,Group object (2),1
4241,rezvi,2023-12-27 03:12:44+00:00,DmcGate10,Group object (2),1
4242,rezvi,2023-12-27 03:12:59+00:00,DmcGate10,Group object (2),1
4243,rezvi,2023-12-27 03:13:00+00:00,DmcGate10,Group object (2),1
4244,rezvi,2023-12-27 05:16:09+00:00,DmcGate10,Group object (2),1
4245,rezvi,2023-12-27 05:16:39+00:00,DmcGate10,Group object (2),1
4246,,2023-12-27 05:18:20+00:00,DmcGate10,Group object (2),1
4247,,2023-12-27 05:19:39+00:00,DmcGate10,Group object (2),1
4248,,2023-12-27 05:21:03+00:00,DmcGate10,Group object (2),1
4249,,2023-12-27 06:57:12+00:00,DmcGate10,Group object (2),1
4250,aa,2023-12-27 07:26:22+00:00,DmcGate10,Group object (2),test_dmc11
4251,aa,2023-12-27 07:26:31+00:00,DmcGate10,Group object (2),test_dmc11
4252,,2023-12-27 07:41:27+00:00,DmcGate10,Group object (2),1
4253,,2023-12-27 07:48:31+00:00,DmcGate10,Group object (2),1
4254,da,2023-12-27 07:54:11+00:00,DmcGate10,Group object (2),test_dmc41
4255,,2023-12-27 08:26:31+00:00,DmcGate10,Group object (2),1
4256,ja,2023-12-27 09:07:35+00:00,DmcGate10,Group object (2),test_dmc91
4257,aa,2023-12-27 09:14:54+00:00,DmcGate10,Group object (2),test_dmc11
4258,aa,2023-12-27 10:23:46+00:00,DmcGate10,Group object (2),test_dmc11
4259,ja,2023-12-27 10:25:33+00:00,DmcGate10,Group object (2),test_dmc91
4260,da,2023-12-27 11:35:34+00:00,DmcGate10,Group object (2),test_dmc41
4261,da,2023-12-27 12:02:13+00:00,DmcGate10,Group object (2),test_dmc41
4262,da,2023-12-27 12:05:11+00:00,DmcGate10,Group object (2),test_dmc41
4263,aa,2023-12-27 12:21:43+00:00,DmcGate10,Group object (2),test_dmc11
4264,Moshiur Rahman Shondhi,2023-12-27 14:24:16+00:00,DmcGate10,Group object (2),DMC24
4265,Moshiur Rahman Shondhi,2023-12-27 14:24:19+00:00,DmcGate10,Group object (2),DMC24
4266,Moshiur Rahman Shondhi,2023-12-27 14:24:22+00:00,DmcGate10,Group object (2),DMC24
4267,Moshiur Rahman Shondhi,2023-12-27 14:24:25+00:00,DmcGate10,Group object (2),DMC24
4268,ja,2023-12-28 02:01:57+00:00,DmcGate10,Group object (2),test_dmc91
4269,ja,2023-12-28 03:17:49+00:00,DmcGate10,Group object (2),test_dmc91
4270,da,2023-12-28 03:23:31+00:00,DmcGate10,Group object (2),test_dmc41
4271,ba,2023-12-28 03:38:10+00:00,DmcGate10,Group object (2),test_dmc21
4272,,2023-12-28 06:07:07+00:00,DmcGate10,Group object (2),1
4273,aa,2023-12-28 07:10:52+00:00,DmcGate10,Group object (2),test_dmc11
4274,aa,2023-12-28 07:15:23+00:00,DmcGate10,Group object (2),test_dmc11
4275,ca,2023-12-28 07:22:50+00:00,DmcGate10,Group object (2),test_dmc31
4276,,2023-12-28 07:40:03+00:00,DmcGate10,Group object (2),1
4277,,2023-12-28 07:56:15+00:00,DmcGate10,Group object (2),1
4278,,2023-12-28 08:22:33+00:00,DmcGate10,Group object (2),1
4279,,2023-12-28 08:22:36+00:00,DmcGate10,Group object (2),1
4280,rezvi,2023-12-28 08:22:59+00:00,DmcGate10,Group object (2),1
4281,rezvi,2023-12-28 08:36:13+00:00,DmcGate10,Group object (2),1
4282,rezvi,2023-12-28 08:44:51+00:00,DmcGate10,Group object (2),1
4283,ca,2023-12-28 08:58:27+00:00,DmcGate10,Group object (2),test_dmc31
4284,rezvi,2023-12-28 08:58:50+00:00,DmcGate10,Group object (2),1
4285,rezvi,2023-12-28 09:03:07+00:00,DmcGate10,Group object (2),1
4286,ja,2023-12-28 09:42:09+00:00,DmcGate10,Group object (2),test_dmc91
4287,ja,2023-12-28 09:42:12+00:00,DmcGate10,Group object (2),test_dmc91
4288,rezvi,2023-12-28 09:52:13+00:00,DmcGate10,Group object (2),1
4289,rezvi,2023-12-28 09:56:32+00:00,DmcGate10,Group object (2),1
4290,rezvi,2023-12-28 10:01:09+00:00,DmcGate10,Group object (2),1
4291,da,2023-12-28 11:22:42+00:00,DmcGate10,Group object (2),test_dmc41
4292,da,2023-12-28 11:31:16+00:00,DmcGate10,Group object (2),test_dmc41
4293,ca,2023-12-28 12:07:05+00:00,DmcGate10,Group object (2),test_dmc31
4294,aa,2023-12-28 12:11:12+00:00,DmcGate10,Group object (2),test_dmc11
4295,rezvi,2023-12-28 12:13:47+00:00,DmcGate10,Group object (2),1
4296,ja,2023-12-30 05:21:39+00:00,DmcGate10,Group object (2),test_dmc91
4297,ja,2023-12-30 05:21:39+00:00,DmcGate10,Group object (2),test_dmc91
4298,ja,2023-12-30 09:56:10+00:00,DmcGate10,Group object (2),test_dmc91
4299,rezvi,2023-12-31 03:06:37+00:00,DmcGate10,Group object (2),1
4300,da,2023-12-31 03:08:59+00:00,DmcGate10,Group object (2),test_dmc41
4301,ja,2023-12-31 04:32:40+00:00,DmcGate10,Group object (2),test_dmc91
4302,rezvi,2023-12-31 04:37:54+00:00,DmcGate10,Group object (2),1
4303,adsfgsd,2023-12-31 04:40:25+00:00,DmcGate10,Group object (2),DMC200
4304,rezvi,2023-12-31 05:13:44+00:00,DmcGate10,Group object (2),1
4305,aa,2023-12-31 06:13:44+00:00,DmcGate10,Group object (2),test_dmc11
4306,aa,2023-12-31 06:13:48+00:00,DmcGate10,Group object (2),test_dmc11
4307,aa,2023-12-31 06:13:51+00:00,DmcGate10,Group object (2),test_dmc11
4308,aa,2023-12-31 06:13:55+00:00,DmcGate10,Group object (2),test_dmc11
4309,ea,2023-12-31 07:06:52+00:00,DmcGate10,Group object (2),test_dmc51
4310,aa,2023-12-31 07:19:30+00:00,DmcGate10,Group object (2),test_dmc11
4311,ba,2023-12-31 07:25:18+00:00,DmcGate10,Group object (2),test_dmc21
4312,ea,2023-12-31 08:12:32+00:00,DmcGate10,Group object (2),test_dmc51
4313,da,2023-12-31 08:38:09+00:00,DmcGate10,Group object (2),test_dmc41
4314,ea,2023-12-31 08:48:02+00:00,DmcGate10,Group object (2),test_dmc51
4315,ea,2023-12-31 09:09:58+00:00,DmcGate10,Group object (2),test_dmc51
4316,ea,2023-12-31 09:27:22+00:00,DmcGate10,Group object (2),test_dmc51
4317,rezvi,2023-12-31 10:04:57+00:00,DmcGate10,Group object (2),1
4318,rezvi,2023-12-31 10:05:01+00:00,DmcGate10,Group object (2),1
4319,ea,2023-12-31 10:14:32+00:00,DmcGate10,Group object (2),test_dmc51
4320,ea,2023-12-31 10:15:10+00:00,DmcGate10,Group object (2),test_dmc51
4321,da,2023-12-31 10:18:37+00:00,DmcGate10,Group object (2),test_dmc41
4322,rezvi,2023-12-31 10:18:47+00:00,DmcGate10,Group object (2),1
4323,adsfgsd,2023-12-31 10:21:26+00:00,DmcGate10,Group object (2),DMC200
4324,rezvi,2023-12-31 10:26:40+00:00,DmcGate10,Group object (2),1
4325,ea,2023-12-31 10:32:30+00:00,DmcGate10,Group object (2),test_dmc51
4326,rezvi,2023-12-31 11:40:50+00:00,DmcGate10,Group object (2),1
4327,rezvi,2023-12-31 11:40:52+00:00,DmcGate10,Group object (2),1
4328,rezvi,2023-12-31 11:40:55+00:00,DmcGate10,Group object (2),1
4329,adsfgsd,2023-12-31 11:40:58+00:00,DmcGate10,Group object (2),DMC200
4330,da,2023-12-31 11:43:42+00:00,DmcGate10,Group object (2),test_dmc41
4331,ja,2023-12-31 11:44:15+00:00,DmcGate10,Group object (2),test_dmc91
4332,rezvi,2023-12-31 11:50:50+00:00,DmcGate10,Group object (2),1
4333,adsfgsd,2023-12-31 11:54:09+00:00,DmcGate10,Group object (2),DMC200
4334,adsfgsd,2023-12-31 11:54:12+00:00,DmcGate10,Group object (2),DMC200
4335,adsfgsd,2023-12-31 11:54:16+00:00,DmcGate10,Group object (2),DMC200
4336,rezvi,2023-12-31 12:00:18+00:00,DmcGate10,Group object (2),1
4337,rezvi,2023-12-31 12:00:31+00:00,DmcGate10,Group object (2),1
4338,rezvi,2023-12-31 12:00:53+00:00,DmcGate10,Group object (2),1
4339,rezvi,2023-12-31 12:00:56+00:00,DmcGate10,Group object (2),1
4340,aa,2023-12-31 12:22:56+00:00,DmcGate10,Group object (2),test_dmc11
4341,ca,2023-12-31 12:23:20+00:00,DmcGate10,Group object (2),test_dmc31
4342,aa,2023-12-31 12:23:35+00:00,DmcGate10,Group object (2),test_dmc11
4343,aa,2023-12-31 12:24:26+00:00,DmcGate10,Group object (2),test_dmc11
4344,aa,2023-12-31 12:25:12+00:00,DmcGate10,Group object (2),test_dmc11
4345,aa,2023-12-31 12:25:13+00:00,DmcGate10,Group object (2),test_dmc11
4346,ba,2023-12-31 12:28:50+00:00,DmcGate10,Group object (2),test_dmc21
4347,adsfgsd,2023-12-31 12:29:02+00:00,DmcGate10,Group object (2),DMC200
4348,adsfgsd,2023-12-31 12:29:06+00:00,DmcGate10,Group object (2),DMC200
4349,ja,2023-12-31 12:30:03+00:00,DmcGate10,Group object (2),test_dmc91
4350,ja,2023-12-31 12:30:32+00:00,DmcGate10,Group object (2),test_dmc91
4351,ja,2023-12-31 12:30:36+00:00,DmcGate10,Group object (2),test_dmc91
4352,ja,2023-12-31 13:16:43+00:00,DmcGate10,Group object (2),test_dmc91
4353,ja,2023-12-31 13:52:16+00:00,DmcGate10,Group object (2),test_dmc91
4354,ja,2023-12-31 14:47:05+00:00,DmcGate10,Group object (2),test_dmc91
4355,ja,2023-12-31 14:47:14+00:00,DmcGate10,Group object (2),test_dmc91
4356,ja,2023-12-31 16:23:01+00:00,DmcGate10,Group object (2),test_dmc91
4357,ja,2023-12-31 16:23:05+00:00,DmcGate10,Group object (2),test_dmc91
4358,adsfgsd,2024-01-01 03:49:07+00:00,DmcGate10,Group object (2),DMC200
4359,ea,2024-01-01 04:00:22+00:00,DmcGate10,Group object (2),test_dmc51
4360,ea,2024-01-01 04:03:16+00:00,DmcGate10,Group object (2),test_dmc51
4361,adsfgsd,2024-01-01 04:18:41+00:00,DmcGate10,Group object (2),DMC200
4362,adsfgsd,2024-01-01 04:20:17+00:00,DmcGate10,Group object (2),DMC200
4363,adsfgsd,2024-01-01 04:20:18+00:00,DmcGate10,Group object (2),DMC200
4364,ea,2024-01-01 04:30:40+00:00,DmcGate10,Group object (2),test_dmc51
